SQL> SELECT TO_CHAR(event_date,'YYYY-MM-DD') AS event_time, event AS event_name, COUNT(*) AS event_count
  2  FROM chef_event_archive
  3  WHERE
  4  event_date >= '01-JAN-05' AND event_date < '01-MAY-05'
  5  AND NOT (event='content.read' AND ref LIKE '/content/public/%')
  6  GROUP BY TO_CHAR(event_date,'YYYY-MM-DD'), event
  7  ORDER BY event_time, event;

EVENT_TIME EVENT_NAME                       EVENT_COUNT                         
---------- -------------------------------- -----------                         
2005-03-29 user.logout                            23063                         
2005-03-29                                          205                         
2005-03-30 alias.add                                 22                         
2005-03-30 alias.del                                 14                         
2005-03-30 annc.delete.any                            1                         
2005-03-30 annc.delete.own                           25                         
2005-03-30 annc.new                                 229                         
2005-03-30 annc.revise.own                           20                         
2005-03-30 asn.new.assignment                        30                         
2005-03-30 asn.new.assignmentcontent                 30                         
2005-03-30 asn.revise.assignment                     29                         
2005-03-30 asn.revise.assignmentcontent              29                         
2005-03-30 asn.save.submission                       97                         
2005-03-30 asn.submit.submission                   1272                         
2005-03-30 calendar.new                             166                         
2005-03-30 calendar.revise                           76                         
2005-03-30 chat.delete.any                            4                         
2005-03-30 chat.delete.own                            3                         
2005-03-30 chat.new                                1878                         
2005-03-30 content.delete                           420                         
2005-03-30 content.new                             3993                         
2005-03-30 content.read                           36771                         
2005-03-30 content.revise                           310                         
2005-03-30 digest.del                               113                         
2005-03-30 digest.upd                                78                         
2005-03-30 dis.dis.upd                                1                         
2005-03-30 dis.path.add                               4                         
2005-03-30 dis.path.del                               4                         
2005-03-30 dis.path.upd                             166                         
2005-03-30 dis.status.add                           331                         
2005-03-30 dis.status.del                           264                         
2005-03-30 dis.status.upd                            34                         
2005-03-30 dis.step.add                               1                         
2005-03-30 dis.step.upd                              13                         
2005-03-30 disc.delete.any                            3                         
2005-03-30 disc.delete.own                            2                         
2005-03-30 disc.new                                 363                         
2005-03-30 disc.revise.any                           13                         
2005-03-30 disc.revise.own                           11                         
2005-03-30 mail.new                                 425                         
2005-03-30 mail.revise.any                            1                         
2005-03-30 prefs.add                                  1                         
2005-03-30 prefs.upd                                  2                         
2005-03-30 realm.add                                153                         
2005-03-30 realm.del                                 32                         
2005-03-30 realm.upd                                188                         
2005-03-30 realm.upd.own                             18                         
2005-03-30 site.add                                  60                         
2005-03-30 site.del                                   5                         
2005-03-30 site.upd                                 133                         
2005-03-30 user.add                                  31                         
2005-03-30 user.login                             20296                         
2005-03-30 user.logout                            20352                         
2005-03-30                                          137                         
2005-03-31 alias.add                                 13                         
2005-03-31 alias.del                                  5                         
2005-03-31 annc.delete.own                           23                         
2005-03-31 annc.new                                 314                         
2005-03-31 annc.revise.any                            1                         
2005-03-31 annc.revise.own                           16                         
2005-03-31 asn.new.assignment                        38                         
2005-03-31 asn.new.assignmentcontent                 38                         
2005-03-31 asn.revise.assignment                     86                         
2005-03-31 asn.revise.assignmentcontent              21                         
2005-03-31 asn.save.submission                       61                         
2005-03-31 asn.submit.submission                   1226                         
2005-03-31 calendar.new                              99                         
2005-03-31 calendar.revise                          172                         
2005-03-31 chat.new                                 277                         
2005-03-31 content.delete                           204                         
2005-03-31 content.new                             3657                         
2005-03-31 content.read                           32574                         
2005-03-31 content.revise                           334                         
2005-03-31 digest.del                                23                         
2005-03-31 digest.upd                               190                         
2005-03-31 dis.path.add                               1                         
2005-03-31 dis.path.del                               1                         
2005-03-31 dis.path.upd                             996                         
2005-03-31 dis.status.add                            64                         
2005-03-31 dis.status.del                            64                         
2005-03-31 dis.status.upd                           868                         
2005-03-31 dis.step.upd                              12                         
2005-03-31 disc.delete.any                            5                         
2005-03-31 disc.delete.own                           19                         
2005-03-31 disc.new                                 337                         
2005-03-31 disc.revise.any                           19                         
2005-03-31 disc.revise.own                            1                         
2005-03-31 mail.new                                 350                         
2005-03-31 prefs.upd                                  1                         
2005-03-31 realm.add                                137                         
2005-03-31 realm.del                                 14                         
2005-03-31 realm.upd                                183                         
2005-03-31 realm.upd.own                             13                         
2005-03-31 site.add                                  62                         
2005-03-31 site.del                                   4                         
2005-03-31 site.upd                                 114                         
2005-03-31 user.add                                   1                         
2005-03-31 user.login                             18024                         
2005-03-31 user.logout                            18096                         
2005-03-31                                           47                         
2005-04-01 alias.add                                 15                         
2005-04-01 alias.del                                  5                         
2005-04-01 annc.delete.own                           12                         
2005-04-01 annc.new                                 160                         
2005-04-01 annc.revise.own                           14                         
2005-04-01 asn.new.assignment                       289                         
2005-04-01 asn.new.assignmentcontent                289                         
2005-04-01 asn.revise.assignment                    196                         
2005-04-01 asn.revise.assignmentcontent               5                         
2005-04-01 asn.save.submission                       41                         
2005-04-01 asn.submit.submission                    540                         
2005-04-01 calendar.new                             130                         
2005-04-01 calendar.revise                           96                         
2005-04-01 chat.delete.own                            2                         
2005-04-01 chat.new                                 483                         
2005-04-01 content.delete                           230                         
2005-04-01 content.new                             2856                         
2005-04-01 content.read                           21625                         
2005-04-01 content.revise                           239                         
2005-04-01 digest.del                               111                         
2005-04-01 digest.upd                               105                         
2005-04-01 dis.info.add                               2                         
2005-04-01 dis.path.add                               5                         
2005-04-01 dis.path.del                               3                         
2005-04-01 dis.path.upd                              67                         
2005-04-01 dis.status.add                           264                         
2005-04-01 dis.status.del                           192                         
2005-04-01 dis.status.upd                            72                         
2005-04-01 dis.step.upd                               1                         
2005-04-01 disc.delete.any                            1                         
2005-04-01 disc.new                                 241                         
2005-04-01 disc.revise.any                           18                         
2005-04-01 disc.revise.own                            6                         
2005-04-01 mail.delete.any                           46                         
2005-04-01 mail.new                                1659                         
2005-04-01 realm.add                                157                         
2005-04-01 realm.del                                 25                         
2005-04-01 realm.upd                                446                         
2005-04-01 realm.upd.own                              6                         
2005-04-01 site.add                                  55                         
2005-04-01 site.upd                                 139                         
2005-04-01 user.add                                 108                         
2005-04-01 user.login                             12671                         
2005-04-01 user.logout                            12763                         
2005-04-01                                          203                         
2005-04-02 alias.add                                  2                         
2005-04-02 annc.delete.any                            4                         
2005-04-02 annc.delete.own                            3                         
2005-04-02 annc.new                                  67                         
2005-04-02 annc.revise.own                            5                         
2005-04-02 asn.new.assignment                        11                         
2005-04-02 asn.new.assignmentcontent                 11                         
2005-04-02 asn.revise.assignment                     24                         
2005-04-02 asn.revise.assignmentcontent              24                         
2005-04-02 asn.save.submission                       35                         
2005-04-02 asn.submit.submission                    321                         
2005-04-02 calendar.new                              17                         
2005-04-02 calendar.revise                            5                         
2005-04-02 chat.new                                 432                         
2005-04-02 content.delete                           194                         
2005-04-02 content.new                             1300                         
2005-04-02 content.read                           12893                         
2005-04-02 content.revise                           142                         
2005-04-02 digest.del                               108                         
2005-04-02 digest.upd                                 9                         
2005-04-02 dis.path.add                               1                         
2005-04-02 dis.path.del                               1                         
2005-04-02 dis.status.add                            70                         
2005-04-02 dis.status.del                            70                         
2005-04-02 dis.status.upd                             9                         
2005-04-02 disc.delete.own                            4                         
2005-04-02 disc.new                                  97                         
2005-04-02 disc.revise.any                            4                         
2005-04-02 disc.revise.own                            8                         
2005-04-02 mail.new                                 101                         
2005-04-02 mail.revise.any                            1                         
2005-04-02 realm.add                                 68                         
2005-04-02 realm.del                                  5                         
2005-04-02 realm.upd                                 29                         
2005-04-02 realm.upd.own                              3                         
2005-04-02 site.add                                   9                         
2005-04-02 site.upd                                   9                         
2005-04-02 user.add                                   7                         
2005-04-02 user.login                              6694                         
2005-04-02 user.logout                             6723                         
2005-04-02                                           36                         
2005-04-03 alias.add                                  3                         
2005-04-03 annc.delete.any                            8                         
2005-04-03 annc.delete.own                            6                         
2005-04-03 annc.new                                  59                         
2005-04-03 annc.revise.any                            4                         
2005-04-03 annc.revise.own                            4                         
2005-04-03 asn.new.assignment                         4                         
2005-04-03 asn.new.assignmentcontent                  4                         
2005-04-03 asn.revise.assignment                      9                         
2005-04-03 asn.revise.assignmentcontent               9                         
2005-04-03 asn.save.submission                       25                         
2005-04-03 asn.submit.submission                   1395                         
2005-04-03 calendar.new                              31                         
2005-04-03 calendar.revise                            8                         
2005-04-03 chat.new                                  60                         
2005-04-03 content.delete                           283                         
2005-04-03 content.new                             1509                         
2005-04-03 content.read                           19283                         
2005-04-03 content.revise                           217                         
2005-04-03 digest.del                                 5                         
2005-04-03 digest.upd                                36                         
2005-04-03 dis.path.add                               2                         
2005-04-03 dis.path.del                               2                         
2005-04-03 dis.status.add                           154                         
2005-04-03 dis.status.del                           154                         
2005-04-03 disc.delete.own                            5                         
2005-04-03 disc.new                                 127                         
2005-04-03 disc.revise.any                            6                         
2005-04-03 disc.revise.own                            8                         
2005-04-03 mail.new                                 183                         
2005-04-03 mail.revise.any                            1                         
2005-04-03 realm.add                                 58                         
2005-04-03 realm.del                                 16                         
2005-04-03 realm.upd                                 96                         
2005-04-03 realm.upd.own                             22                         
2005-04-03 site.add                                  15                         
2005-04-03 site.upd                                  37                         
2005-04-03 user.login                             10425                         
2005-04-03 user.logout                            10228                         
2005-04-03                                           79                         
2005-04-04 alias.add                                 22                         
2005-04-04 alias.del                                 14                         
2005-04-04 annc.delete.any                            5                         
2005-04-04 annc.delete.own                           15                         
2005-04-04 annc.new                                 234                         
2005-04-04 annc.revise.any                            1                         
2005-04-04 annc.revise.own                           22                         
2005-04-04 asn.new.assignment                        20                         
2005-04-04 asn.new.assignmentcontent                 20                         
2005-04-04 asn.revise.assignment                     24                         
2005-04-04 asn.revise.assignmentcontent              22                         
2005-04-04 asn.save.submission                       64                         
2005-04-04 asn.submit.submission                   1592                         
2005-04-04 calendar.new                             149                         
2005-04-04 calendar.revise                          118                         
2005-04-04 chat.delete.any                            4                         
2005-04-04 chat.delete.own                           11                         
2005-04-04 chat.new                                 418                         
2005-04-04 content.delete                           407                         
2005-04-04 content.new                             3605                         
2005-04-04 content.read                           42225                         
2005-04-04 content.revise                           356                         
2005-04-04 digest.del                                 9                         
2005-04-04 digest.upd                               175                         
2005-04-04 dis.info.add                               2                         
2005-04-04 dis.path.add                               9                         
2005-04-04 dis.path.del                               7                         
2005-04-04 dis.path.upd                               8                         
2005-04-04 dis.status.add                           526                         
2005-04-04 dis.status.del                           458                         
2005-04-04 dis.status.upd                            19                         
2005-04-04 disc.delete.any                           25                         
2005-04-04 disc.delete.own                            5                         
2005-04-04 disc.new                                 338                         
2005-04-04 disc.revise.any                           15                         
2005-04-04 disc.revise.own                           20                         
2005-04-04 mail.new                                 348                         
2005-04-04 mail.revise.any                            3                         
2005-04-04 prefs.add                                  1                         
2005-04-04 prefs.upd                                  4                         
2005-04-04 realm.add                                159                         
2005-04-04 realm.del                                  9                         
2005-04-04 realm.upd                                292                         
2005-04-04 realm.upd.own                             35                         
2005-04-04 site.add                                  65                         
2005-04-04 site.del                                   2                         
2005-04-04 site.upd                                 152                         
2005-04-04 user.add                                   8                         
2005-04-04 user.login                             21101                         
2005-04-04 user.logout                            21049                         
2005-04-04 user.upd.own                               1                         
2005-04-04                                         1435                         
2005-04-05 alias.add                                  8                         
2005-04-05 alias.del                                  5                         
2005-04-05 annc.delete.any                            2                         
2005-04-05 annc.delete.own                           35                         
2005-04-05 annc.new                                 227                         
2005-04-05 annc.revise.own                           43                         
2005-04-05 asn.new.assignment                        42                         
2005-04-05 asn.new.assignmentcontent                 42                         
2005-04-05 asn.revise.assignment                     35                         
2005-04-05 asn.revise.assignmentcontent              34                         
2005-04-05 asn.save.submission                       93                         
2005-04-05 asn.submit.submission                   1360                         
2005-04-05 calendar.new                             117                         
2005-04-05 calendar.revise                           76                         
2005-04-05 chat.new                                 238                         
2005-04-05 content.delete                           444                         
2005-04-05 content.new                             4271                         
2005-04-05 content.read                           35639                         
2005-04-05 content.revise                           257                         
2005-04-05 digest.del                               105                         
2005-04-05 digest.upd                               127                         
2005-04-05 dis.path.add                               6                         
2005-04-05 dis.path.del                               5                         
2005-04-05 dis.status.add                           407                         
2005-04-05 dis.status.del                           388                         
2005-04-05 dis.status.upd                            37                         
2005-04-05 disc.delete.any                           15                         
2005-04-05 disc.delete.own                           18                         
2005-04-05 disc.new                                 328                         
2005-04-05 disc.revise.any                           11                         
2005-04-05 disc.revise.own                           10                         
2005-04-05 mail.new                                 395                         
2005-04-05 mail.revise.any                            1                         
2005-04-05 prefs.upd                                  2                         
2005-04-05 realm.add                                156                         
2005-04-05 realm.del                                 61                         
2005-04-05 realm.upd                                118                         
2005-04-05 realm.upd.own                             37                         
2005-04-05 site.add                                  51                         
2005-04-05 site.del                                   2                         
2005-04-05 site.upd                                  74                         
2005-04-05 user.add                                   1                         
2005-04-05 user.login                             20377                         
2005-04-05 user.logout                            20538                         
2005-04-05 user.upd.any                               1                         
2005-04-05                                          215                         
2005-04-06 alias.add                                 14                         
2005-04-06 alias.del                                  8                         
2005-04-06 annc.delete.any                            2                         
2005-04-06 annc.delete.own                           30                         
2005-04-06 annc.new                                 206                         
2005-04-06 annc.revise.own                           36                         
2005-04-06 asn.new.assignment                        23                         
2005-04-06 asn.new.assignmentcontent                 23                         
2005-04-06 asn.revise.assignment                     13                         
2005-04-06 asn.revise.assignmentcontent              13                         
2005-04-06 asn.save.submission                       82                         
2005-04-06 asn.submit.submission                   1309                         
2005-04-06 calendar.new                              60                         
2005-04-06 calendar.revise                           49                         
2005-04-06 chat.new                                 738                         
2005-04-06 content.delete                           843                         
2005-04-06 content.new                             4403                         
2005-04-06 content.read                           29825                         
2005-04-06 content.revise                           247                         
2005-04-06 digest.del                               114                         
2005-04-06 digest.upd                               302                         
2005-04-06 dis.path.add                               1                         
2005-04-06 dis.path.del                               1                         
2005-04-06 dis.status.add                            64                         
2005-04-06 dis.status.del                            64                         
2005-04-06 dis.status.upd                             5                         
2005-04-06 disc.delete.any                           30                         
2005-04-06 disc.delete.own                            6                         
2005-04-06 disc.new                                 310                         
2005-04-06 disc.revise.any                           12                         
2005-04-06 disc.revise.own                            8                         
2005-04-06 mail.delete.any                            1                         
2005-04-06 mail.new                                 364                         
2005-04-06 mail.revise.any                            2                         
2005-04-06 prefs.upd                                  1                         
2005-04-06 realm.add                                121                         
2005-04-06 realm.del                                 23                         
2005-04-06 realm.upd                                108                         
2005-04-06 realm.upd.own                             20                         
2005-04-06 site.add                                  36                         
2005-04-06 site.del                                   4                         
2005-04-06 site.upd                                 113                         
2005-04-06 user.add                                   7                         
2005-04-06 user.login                             17396                         
2005-04-06 user.logout                            17732                         
2005-04-06                                           45                         
2005-04-07 alias.add                                  7                         
2005-04-07 alias.del                                  5                         
2005-04-07 annc.delete.any                            7                         
2005-04-07 annc.delete.own                           21                         
2005-04-07 annc.new                                 213                         
2005-04-07 annc.revise.any                            1                         
2005-04-07 annc.revise.own                           36                         
2005-04-07 asn.new.assignment                        41                         
2005-04-07 asn.new.assignmentcontent                 41                         
2005-04-07 asn.revise.assignment                     72                         
2005-04-07 asn.revise.assignmentcontent              47                         
2005-04-07 asn.save.submission                       44                         
2005-04-07 asn.submit.submission                   1179                         
2005-04-07 calendar.new                              97                         
2005-04-07 calendar.revise                          138                         
2005-04-07 chat.new                                 356                         
2005-04-07 content.delete                           364                         
2005-04-07 content.new                             3709                         
2005-04-07 content.read                           30129                         
2005-04-07 content.revise                           282                         
2005-04-07 digest.del                               108                         
2005-04-07 digest.upd                               265                         
2005-04-07 dis.path.add                               3                         
2005-04-07 dis.path.del                               3                         
2005-04-07 dis.status.add                           192                         
2005-04-07 dis.status.del                           192                         
2005-04-07 dis.status.upd                             7                         
2005-04-07 disc.delete.own                            3                         
2005-04-07 disc.new                                 303                         
2005-04-07 disc.revise.any                            7                         
2005-04-07 disc.revise.own                            1                         
2005-04-07 mail.delete.any                            1                         
2005-04-07 mail.new                                 295                         
2005-04-07 mail.revise.any                            1                         
2005-04-07 prefs.add                                  1                         
2005-04-07 prefs.upd                                  2                         
2005-04-07 realm.add                                104                         
2005-04-07 realm.del                                 22                         
2005-04-07 realm.upd                                 91                         
2005-04-07 realm.upd.own                             21                         
2005-04-07 site.add                                  36                         
2005-04-07 site.upd                                  97                         
2005-04-07 user.add                                   6                         
2005-04-07 user.login                             16435                         
2005-04-07 user.logout                            16574                         
2005-04-07 user.upd.any                               1                         
2005-04-07                                          106                         
2005-04-08 alias.add                                  9                         
2005-04-08 alias.del                                  5                         
2005-04-08 annc.delete.any                           21                         
2005-04-08 annc.delete.own                           25                         
2005-04-08 annc.new                                 146                         
2005-04-08 annc.revise.own                           22                         
2005-04-08 asn.new.assignment                        20                         
2005-04-08 asn.new.assignmentcontent                 20                         
2005-04-08 asn.revise.assignment                     16                         
2005-04-08 asn.revise.assignmentcontent              16                         
2005-04-08 asn.save.submission                       46                         
2005-04-08 asn.submit.submission                    812                         
2005-04-08 calendar.new                              76                         
2005-04-08 calendar.revise                          166                         
2005-04-08 chat.delete.any                           24                         
2005-04-08 chat.delete.own                            7                         
2005-04-08 chat.new                                 136                         
2005-04-08 content.delete                           638                         
2005-04-08 content.new                             3709                         
2005-04-08 content.read                           20153                         
2005-04-08 content.revise                           185                         
2005-04-08 digest.del                               109                         
2005-04-08 digest.upd                               184                         
2005-04-08 dis.status.upd                             3                         
2005-04-08 disc.delete.own                            4                         
2005-04-08 disc.new                                 311                         
2005-04-08 disc.revise.any                           26                         
2005-04-08 disc.revise.own                            5                         
2005-04-08 mail.new                                5684                         
2005-04-08 mail.revise.any                            1                         
2005-04-08 realm.add                                105                         
2005-04-08 realm.del                                 52                         
2005-04-08 realm.upd                                181                         
2005-04-08 realm.upd.own                             19                         
2005-04-08 site.add                                  32                         
2005-04-08 site.del                                   1                         
2005-04-08 site.upd                                  76                         
2005-04-08 user.add                                  56                         
2005-04-08 user.login                             11073                         
2005-04-08 user.logout                            11166                         
2005-04-08                                            5                         
2005-04-09 alias.add                                  5                         
2005-04-09 alias.del                                  1                         
2005-04-09 annc.delete.own                            4                         
2005-04-09 annc.new                                  64                         
2005-04-09 annc.revise.own                            9                         
2005-04-09 asn.new.assignment                         9                         
2005-04-09 asn.new.assignmentcontent                  9                         
2005-04-09 asn.revise.assignment                      4                         
2005-04-09 asn.revise.assignmentcontent               4                         
2005-04-09 asn.save.submission                       42                         
2005-04-09 asn.submit.submission                    512                         
2005-04-09 calendar.new                              20                         
2005-04-09 calendar.revise                           26                         
2005-04-09 chat.delete.any                           23                         
2005-04-09 chat.delete.own                           12                         
2005-04-09 chat.new                                 104                         
2005-04-09 content.delete                           388                         
2005-04-09 content.new                             1309                         
2005-04-09 content.read                           13081                         
2005-04-09 content.revise                            68                         
2005-04-09 digest.del                               102                         
2005-04-09 digest.upd                                 8                         
2005-04-09 dis.path.add                               1                         
2005-04-09 dis.path.del                               1                         
2005-04-09 dis.status.add                            64                         
2005-04-09 dis.status.del                            64                         
2005-04-09 disc.new                                  85                         
2005-04-09 disc.revise.any                            5                         
2005-04-09 disc.revise.own                            5                         
2005-04-09 mail.delete.any                            6                         
2005-04-09 mail.new                                 153                         
2005-04-09 prefs.upd                                  2                         
2005-04-09 realm.add                                 36                         
2005-04-09 realm.del                                 14                         
2005-04-09 realm.upd                                 57                         
2005-04-09 realm.upd.own                             16                         
2005-04-09 site.add                                  11                         
2005-04-09 site.del                                   2                         
2005-04-09 site.upd                                  38                         
2005-04-09 user.login                              6384                         
2005-04-09 user.logout                             6356                         
2005-04-09                                           33                         
2005-04-10 alias.add                                 13                         
2005-04-10 alias.del                                 11                         
2005-04-10 annc.delete.own                            7                         
2005-04-10 annc.new                                  90                         
2005-04-10 annc.revise.own                           26                         
2005-04-10 asn.new.assignment                        11                         
2005-04-10 asn.new.assignmentcontent                 11                         
2005-04-10 asn.revise.assignment                      3                         
2005-04-10 asn.revise.assignmentcontent               3                         
2005-04-10 asn.save.submission                       31                         
2005-04-10 asn.submit.submission                    825                         
2005-04-10 calendar.new                              36                         
2005-04-10 calendar.revise                           10                         
2005-04-10 chat.delete.own                            1                         
2005-04-10 chat.new                                 142                         
2005-04-10 content.delete                           305                         
2005-04-10 content.new                             1534                         
2005-04-10 content.read                           20352                         
2005-04-10 content.revise                           219                         
2005-04-10 digest.del                                 8                         
2005-04-10 digest.upd                                46                         
2005-04-10 dis.path.add                               1                         
2005-04-10 dis.path.del                               1                         
2005-04-10 dis.status.add                            64                         
2005-04-10 dis.status.del                            64                         
2005-04-10 dis.status.upd                             8                         
2005-04-10 disc.delete.own                            2                         
2005-04-10 disc.new                                 129                         
2005-04-10 disc.revise.any                            5                         
2005-04-10 disc.revise.own                            1                         
2005-04-10 mail.new                                 183                         
2005-04-10 prefs.add                                  1                         
2005-04-10 realm.add                                 79                         
2005-04-10 realm.del                                 47                         
2005-04-10 realm.upd                                 52                         
2005-04-10 realm.upd.own                              7                         
2005-04-10 site.add                                  12                         
2005-04-10 site.del                                   1                         
2005-04-10 site.upd                                  34                         
2005-04-10 user.login                             10114                         
2005-04-10 user.logout                            10000                         
2005-04-10                                           34                         
2005-04-11 alias.add                                  3                         
2005-04-11 alias.del                                  2                         
2005-04-11 annc.delete.any                            4                         
2005-04-11 annc.delete.own                           42                         
2005-04-11 annc.new                                 244                         
2005-04-11 annc.revise.any                            3                         
2005-04-11 annc.revise.own                           49                         
2005-04-11 asn.new.assignment                        20                         
2005-04-11 asn.new.assignmentcontent                 20                         
2005-04-11 asn.revise.assignment                     27                         
2005-04-11 asn.revise.assignmentcontent              20                         
2005-04-11 asn.save.submission                       85                         
2005-04-11 asn.submit.submission                   3210                         
2005-04-11 calendar.new                             125                         
